"Person_ID","Item_ID","Occasion","case","Score"
"1","44","3",175,1.94020775981889
"1","44","4",176,-1.48186629567118
"1","45","1",177,-1.69464679387553
"1","45","2",178,-1.54296204500555
"1","45","3",179,0.158136996601814
"1","45","4",180,-1.88186325899974
"1","46","1",181,-0.703824158720408
"1","46","2",182,0.0186147803539415
"1","46","3",183,3.28053741433894
"1","46","4",184,-0.364819503290431
"1","47","1",185,-1.08745043561575
"1","47","2",186,3.43440842995965
"1","47","3",187,1.13535647649627
"1","47","4",188,-1.33455840232879
"1","48","1",189,-0.561275575166285
"1","48","2",190,-2.1144665820674
"1","48","3",191,1.03675854989737
"1","48","4",192,0.536200567862007
"1","49","1",193,-1.91824153404655
"1","49","2",194,1.62625931867649
"1","49","3",195,0.963869178563357
"1","49","4",196,-2.64191396685992
"1","50","1",197,-3.32033785215476
"1","50","2",198,-0.764955949755198
"1","50","3",199,1.07678169633378
"1","50","4",200,-1.18443659153407
"1","51","1",201,0.41478389836958
"1","51","2",202,-0.335580387168587
"1","51","3",203,-1.54986180247546
"1","51","4",204,1.3838365920443
"1","52","1",205,1.15038207424224
"1","52","2",206,0.444464806283668
"1","52","3",207,1.54775094635546
"1","52","4",208,-2.3759443867867
"1","53","1",209,1.76663476749183
"1","53","2",210,0.912547798766613
"1","53","3",211,1.16061313327273
"1","53","4",212,-0.616894533729639
"1","54","1",213,-1.85117507648733
"1","54","2",214,0.763395870940322
"1","54","3",215,0.553688667268477
"1","54","4",216,-4.03893817485675
"1","55","1",217,-1.25020134983213
"1","55","2",218,-0.186946841288006
"1","55","3",219,0.487235612534804
"1","55","4",220,-4.05828627189866
"1","56","1",221,-0.768569215925635
"1","56","2",222,-2.04988942133252
"1","56","3",223,0.475821026902213
"1","56","4",224,-2.48001715473555
"1","57","1",225,-0.725286738119957
"1","57","2",226,1.64618682098979
"1","57","3",227,0.703740823809953
"1","57","4",228,0.767828644144279
"1","58","1",229,-1.17278203246274
"1","58","2",230,0.341321416193191
"1","58","3",231,1.82436791218712
"1","58","4",232,-1.33544825609335
"1","59","1",233,-5.10827628017344
"1","59","2",234,-1.3338798470315
"1","59","3",235,-2.79983937178544
"1","59","4",236,-0.494845955673248
"1","60","1",237,-1.45488154198387
"1","60","2",238,1.26424222694277
"1","60","3",239,-0.109401055919781
"1","60","4",240,-0.535200654172795
"1","61","1",241,1.41161483276005
"1","61","2",242,1.82923091069833
"1","61","3",243,3.71258955007873
"1","61","4",244,0.0412410984942568
"1","62","1",245,-4.16731596170752
"1","62","2",246,-1.54780834574224
"1","62","3",247,-1.22636844406273
"1","62","4",248,-2.89200315014776
"1","63","1",249,0.985194195004651
"1","63","2",250,-1.53785136733544
"1","63","3",251,2.21358751559749
"1","63","4",252,-0.774871444260496
"1","64","1",253,3.51378854342036
"1","64","2",254,2.07443869681427
"1","64","3",255,5.40841144340162
"1","64","4",256,0.639454341061615
"1","65","1",257,1.11682994012249
"1","65","2",258,0.928848051010482
"1","65","3",259,4.20386537265664
"1","65","4",260,-1.27095788621521
"1","66","1",261,-1.03756466731456
"1","66","2",262,0.852232670065134
"1","66","3",263,1.52989106359345
"1","66","4",264,-1.41244338967901
"1","67","1",265,-2.22565129988238
"1","67","2",266,0.186194571929242
"1","67","3",267,0.82994316713737
"1","67","4",268,1.03028800978965
"1","68","1",269,-2.1948489488729
"1","68","2",270,-0.830881092277975
"1","68","3",271,0.835291259715687
"1","68","4",272,-1.48551738894745
"1","69","1",273,0.923203308940615
"1","69","2",274,1.84543832943353
"1","69","3",275,1.24099556626151
"1","69","4",276,-1.01148844240407
"1","70","1",277,-1.29363823167263
"1","70","2",278,-1.1885742694451
"1","70","3",279,-0.17633336233782
"1","70","4",280,-2.9648250864573
"1","71","1",281,-2.69080563451249
"1","71","2",282,-0.655203861922212
"1","71","3",283,0.662359834676901
"1","71","4",284,-1.08338104995405
"1","72","1",285,-2.69764752202148
"1","72","2",286,-0.424554374082973
"1","72","3",287,-0.0970535373995329
"1","72","4",288,-3.34145874716484
"1","73","1",289,0.188279398446684
"1","73","2",290,3.95613614218345
"1","73","3",291,1.51721066560722
"1","73","4",292,-0.522081450321372
"1","74","1",293,-2.02227115616393
"1","74","2",294,2.7385113790453
"1","74","3",295,0.655515589950552
"1","74","4",296,0.640953321271704
"1","75","1",297,-0.886992947013461
"1","75","2",298,0.230542323755277
"1","75","3",299,3.73571154295405
"1","75","4",300,-1.4883805449118
"1","76","1",301,-1.78548305542388
"1","76","2",302,0.100957995513309
"1","76","3",303,1.74784539758145
"1","76","4",304,-1.95884963078248
"1","77","1",305,-0.24312939103996
"1","77","2",306,0.18560748220869
"1","77","3",307,3.21379702609884
"1","77","4",308,-2.0964162042388
"1","78","1",309,-2.96813555013706
"1","78","2",310,0.369299540867695
"1","78","3",311,3.77887149967507
"1","78","4",312,2.00049413766693
"1","79","1",313,-2.30169302391151
"1","79","2",314,-1.33800593532267
"1","79","3",315,1.57105390942085
"1","79","4",316,-2.42970206469759
"1","80","1",317,-1.1032056246466
"1","80","2",318,2.08476494750551
"1","80","3",319,1.87061832694795
"1","80","4",320,-0.189458741269948
"1","81","1",321,-2.73452523882065
"1","81","2",322,-0.178740166126808
"1","81","3",323,1.80413989389218
"1","81","4",324,-2.27426351486491
"1","82","1",325,-1.71944604483519
"1","82","2",326,0.274243522853884
"1","82","3",327,2.53580494505637
"1","82","4",328,-1.29100972626233
"1","83","1",329,-2.33046258295758
"1","83","2",330,0.2605298653613
"1","83","3",331,1.85757396797749
"1","83","4",332,1.86218494239073
"1","84","1",333,-0.573390586276992
"1","84","2",334,1.42183802310242
"1","84","3",335,1.97858503950713
"1","84","4",336,-0.873058019576473
"1","85","1",337,-0.317942945142445
"1","85","2",338,1.13289037310786
"1","85","3",339,3.67582187478685
"1","85","4",340,0.436085948814727
"1","86","1",341,0.821341928186486
"1","86","2",342,0.528209648558757
"1","86","3",343,1.8176113032061
"1","86","4",344,-1.31740258511541
"1","87","1",345,-0.333944626464355
"1","87","2",346,-0.963591349362036
"1","87","3",347,0.315407893072302
"1","87","4",348,-1.02224242231394
"1","88","1",349,-1.81152250060678
"1","88","2",350,0.972779196374377
"1","88","3",351,1.185322537825
"1","88","4",352,-1.17539926343006
"1","89","1",353,-0.662844364758166
"1","89","2",354,-3.26864970227366
"1","89","3",355,-1.02353378839521
"1","89","4",356,-0.0438736641416719
"1","90","1",357,0.898424842918062
"1","90","2",358,-1.53239841577714
"1","90","3",359,-2.22633271928274
"1","90","4",360,-2.96792312196271
"1","91","1",361,-1.39592954316022
"1","91","2",362,5.22231015945246
"1","91","3",363,1.40078732099161
"1","91","4",364,-0.92780578548115
"1","92","1",365,-0.045110746127204
"1","92","2",366,2.80583788612108
"1","92","3",367,1.64542353611944
"1","92","4",368,-0.655075381836569
"1","93","1",369,-3.04623461731238
"1","93","2",370,-3.92665738907643
"1","93","3",371,-1.28033803311447
"1","93","4",372,-2.97730501967831
"1","94","1",373,-1.44679054504329
"1","94","2",374,-1.82251725988893
"1","94","3",375,3.01559774115827
"1","94","4",376,0.190589874749864
"1","95","1",377,-0.0466112009959141
"1","95","2",378,1.26377359370342
"1","95","3",379,2.46275095037338
"1","95","4",380,-0.306052066936327
"1","96","1",381,1.25537163648882
"1","96","2",382,0.0295119611982757
"1","96","3",383,1.35223850737492
"1","96","4",384,-2.66235582718777
"1","97","1",385,-0.865427728230328
"1","97","2",386,0.116920433814333
"1","97","3",387,-0.0651261374387799
"1","97","4",388,-1.48527802725042
"1","98","1",389,-4.02646630888229
"1","98","2",390,0.124396818187429
"1","98","3",391,2.04524473759414
"1","98","4",392,-0.475888833561397
"1","99","1",393,1.55298316729645
"1","99","2",394,2.42713174915535
"1","99","3",395,2.59383863173857
"1","99","4",396,4.2074140992508
"1","100","1",397,-2.14510371250898
"1","100","2",398,-0.173660305050343
"1","100","3",399,1.6098795421014
"1","100","4",400,-3.59838205799691
"2","1","1",401,-4.83004119977301
"2","1","2",402,-2.20529939072069
"2","1","3",403,-1.89592787699876
"2","1","4",404,0.584652346379732
"2","2","1",405,-1.41072727630256
"2","2","2",406,-1.23376174492868
"2","2","3",407,-0.567076369688888
"2","2","4",408,0.885849773647217
"2","3","1",409,0.638620438027127
"2","3","2",410,-2.74644388515721
"2","3","3",411,-1.64223353102613
"2","3","4",412,0.922659987181661
"2","4","1",413,-3.62706162910886
"2","4","2",414,-2.35905208983794
"2","4","3",415,-4.00921978544668
"2","4","4",416,0.950965706588036
"2","5","1",417,-0.537380027536747
"2","5","2",418,-0.82266547671138
"2","5","3",419,-2.42575736898748
"2","5","4",420,-1.09063610618587
"2","6","1",421,-1.85164218172814
"2","6","2",422,-1.03194057916796
"2","6","3",423,0.433310512649764
"2","6","4",424,-1.25015106086294
"2","7","1",425,-0.432643306377724
"2","7","2",426,-1.53183024794457
"2","7","3",427,-0.562552254368745
"2","7","4",428,2.24425464375427
"2","8","1",429,0.697070036449752
"2","8","2",430,1.75900125481094
"2","8","3",431,-2.43170507587637
"2","8","4",432,1.42446901068564
"2","9","1",433,-1.54317305350794
"2","9","2",434,-1.0125592213339
"2","9","3",435,-0.755363983585884
"2","9","4",436,-0.0707288068649548
"2","10","1",437,-3.67337856983553
"2","10","2",438,1.30073721259353
"2","10","3",439,-0.980090042342212
"2","10","4",440,1.87225649147311
"2","11","1",441,-3.19908665816865
"2","11","2",442,-1.35228169019836
"2","11","3",443,-2.15982751917659
"2","11","4",444,-2.11246831364586
"2","12","1",445,-4.1024903538029
"2","12","2",446,-1.24120425147726
"2","12","3",447,-3.73516947111804
"2","12","4",448,-1.43024200373176
"2","13","1",449,-4.87718756270353
"2","13","2",450,1.53436457235464
"2","13","3",451,-1.13686548188825
"2","13","4",452,-0.690742881280136
"2","14","1",453,-2.51773647029372
"2","14","2",454,-0.120484491287571
"2","14","3",455,-0.85428991686332
"2","14","4",456,-0.392663368487138
"2","15","1",457,-4.72833287838617
"2","15","2",458,1.97638997623895
"2","15","3",459,0.41908983420071
"2","15","4",460,1.83355285986741
"2","16","1",461,-1.96798021468634
"2","16","2",462,1.09361030694854
"2","16","3",463,-2.96875869877599
"2","16","4",464,-0.86021004440067
"2","17","1",465,-3.27066954509896
"2","17","2",466,-2.82612750844429
"2","17","3",467,-1.46937905852357
"2","17","4",468,2.05749193581441
"2","18","1",469,-4.5652040650762
"2","18","2",470,2.84756749330782
"2","18","3",471,2.15118302673411
"2","18","4",472,0.631585631898274
"2","19","1",473,-2.35727135874321
"2","19","2",474,1.86658650807005
"2","19","3",475,-1.13455974664476
"2","19","4",476,-2.58149149110628
"2","20","1",477,-1.55538778356211
"2","20","2",478,-1.02631426228027
"2","20","3",479,-2.55483630426049
"2","20","4",480,1.13667171625729
"2","21","1",481,-1.41186148986444
"2","21","2",482,-0.121848445533394
"2","21","3",483,-0.729169771464681
"2","21","4",484,1.7636612335775
"2","22","1",485,-2.8686450186586
"2","22","2",486,0.282461863677088
"2","22","3",487,-0.930743577425398
"2","22","4",488,2.18263673019188
"2","23","1",489,-1.35710074809206
"2","23","2",490,-2.23997680430045
"2","23","3",491,-2.26341430605007
"2","23","4",492,-0.43815255961238
"2","24","1",493,-2.3662734385231
"2","24","2",494,1.35479426422296
"2","24","3",495,-2.20715827283288
"2","24","4",496,1.75961944858313
"2","25","1",497,-2.22511512977279
"2","25","2",498,0.656651757086353
"2","25","3",499,-1.36985145693805
"2","25","4",500,-0.138314853582422
"2","26","1",501,-0.724701036672362
"2","26","2",502,-0.0108597340189685
"2","26","3",503,-0.523123704998907
"2","26","4",504,0.768780492246449
"2","27","1",505,-1.08418478041725
"2","27","2",506,2.24432657129401
"2","27","3",507,0.560523799142269
"2","27","4",508,1.40579062078803
"2","28","1",509,-3.41624914770865
"2","28","2",510,-2.65746307906371
"2","28","3",511,-0.225624948008327
"2","28","4",512,0.665688644065274
"2","29","1",513,-6.01825438381018
"2","29","2",514,0.368108386150962
"2","29","3",515,-3.56621714168826
"2","29","4",516,0.25544549901956
"2","30","1",517,-2.29016922767215
"2","30","2",518,1.44431894574571
"2","30","3",519,-0.48145485665205
"2","30","4",520,2.59561097003581
"2","31","1",521,-1.83484637731237
"2","31","2",522,0.183460316823434
"2","31","3",523,-2.83512044695313
"2","31","4",524,-0.0753542879539217
"2","32","1",525,-1.32006245759065
"2","32","2",526,1.80458277759579
"2","32","3",527,-0.37828470588676
"2","32","4",528,0.0646526030612007
"2","33","1",529,-2.79247767230362
"2","33","2",530,-0.935995890266966
"2","33","3",531,-1.47210511706673
"2","33","4",532,2.68416655037708
"2","34","1",533,-0.0798758052433148
"2","34","2",534,1.71065558821509
"2","34","3",535,-3.55766414279177
"2","34","4",536,-0.615346653627962
"2","35","1",537,-2.35035031730704
"2","35","2",538,2.07348506495268
"2","35","3",539,-1.40831496311577
"2","35","4",540,2.10973221670782
"2","36","1",541,-0.221603607614259
"2","36","2",542,0.403816233102877
"2","36","3",543,-0.655289390654458
"2","36","4",544,-0.96220233355031
"2","37","1",545,-1.62925220412161
"2","37","2",546,4.05319715039921
"2","37","3",547,-1.92510996512236
"2","37","4",548,1.29574065838901
"2","38","1",549,-0.477069456925206
"2","38","2",550,1.35544850856336
"2","38","3",551,-2.6438843235094
"2","38","4",552,1.13862712591275
"2","39","1",553,-2.46202437981939
"2","39","2",554,3.34898035646983
"2","39","3",555,-2.51960057425992
"2","39","4",556,-1.20135889833319
"2","40","1",557,-3.64923204575227
"2","40","2",558,-1.19961139066641
"2","40","3",559,-1.06350858245278
"2","40","4",560,1.61791459622697
"2","41","1",561,-1.95644138289284
"2","41","2",562,-0.58053020944184
"2","41","3",563,-2.70055265342684
"2","41","4",564,-0.757203212783638
"2","42","1",565,-1.89192683289672
"2","42","2",566,0.410269609543901
"2","42","3",567,-2.7096206003723
"2","42","4",568,1.13685036591963
"2","43","1",569,-3.8845740640792
"2","43","2",570,0.319553085479212
"2","43","3",571,-3.1978348549101
"2","43","4",572,0.969436507545999
"2","44","1",573,-0.770468785487762
"2","44","2",574,0.994327373230234
"2","44","3",575,-2.0374091604682
"2","44","4",576,-0.374983185686289
"2","45","1",577,-4.29973478876659
"2","45","2",578,-2.39543955876117
"2","45","3",579,-2.9301906023804
"2","45","4",580,0.115958978722079
"2","46","1",581,-1.09272746889678
"2","46","2",582,0.224321163483292
"2","46","3",583,0.113249971266847
"2","46","4",584,1.22765521734298
"2","47","1",585,-2.47646491439479
"2","47","2",586,4.20641086764672
"2","47","3",587,-1.23803676508736
"2","47","4",588,-1.4253256635161
"2","48","1",589,-2.20830183787958
"2","48","2",590,-1.88307906131798
"2","48","3",591,-1.80911219251762
"2","48","4",592,2.16740831085882
"2","49","1",593,-3.64399785316786
"2","49","2",594,1.09437817533258
"2","49","3",595,-2.97068824075871
"2","49","4",596,-1.92889451469401
"2","50","1",597,-4.90413751530344
"2","50","2",598,-1.48144295568065
"2","50","3",599,-2.79332008732754
"2","50","4",600,-0.816452814334754
"2","51","1",601,-1.88569462246038
"2","51","2",602,-1.22787035139533
"2","51","3",603,-4.7886693935067
"2","51","4",604,0.64007636754566
"2","52","1",605,-0.713572582055301
"2","52","2",606,-0.0864411562579966
"2","52","3",607,-1.29397333112026
"2","52","4",608,-0.510672373956742
"2","53","1",609,-0.157244622212941
"2","53","2",610,0.885760580361245
"2","53","3",611,-2.05106230753226
"2","53","4",612,1.06040223992077
"2","54","1",613,-3.67512639994132
"2","54","2",614,0.298292055024675
"2","54","3",615,-1.43759808440917
"2","54","4",616,-3.01145260355405
"2","55","1",617,-2.84379307711414
"2","55","2",618,-0.967329913242258
"2","55","3",619,-1.79238002427935
"2","55","4",620,-3.74294705786507
"2","56","1",621,-2.02547987036251
"2","56","2",622,-1.53887898244175
"2","56","3",623,-1.93778757533789
"2","56","4",624,-1.39717592430702
"2","57","1",625,-2.22866643689252
"2","57","2",626,0.863187526265412
"2","57","3",627,-2.13644091371472
"2","57","4",628,2.15819998581588
"2","58","1",629,-2.51079329745501
"2","58","2",630,0.37662796163623
"2","58","3",631,-2.00281684387238
"2","58","4",632,0.403621889526982
"2","59","1",633,-5.01987358986899
"2","59","2",634,-1.54388772482114
"2","59","3",635,-4.25117386516588
"2","59","4",636,0.263501230948659
"2","60","1",637,-2.506605235806
"2","60","2",638,2.58368374477793
"2","60","3",639,-2.94784741268326
"2","60","4",640,0.464274995722036
"2","61","1",641,-0.416231715594947
"2","61","2",642,1.34373955467968
"2","61","3",643,1.05479226106316
"2","61","4",644,0.960643853376145
"2","62","1",645,-4.4916272382582
"2","62","2",646,-1.81696943780419
"2","62","3",647,-5.08987310792368
"2","62","4",648,-2.08821116027784
"2","63","1",649,0.554113558202389
"2","63","2",650,-1.06545912036248
"2","63","3",651,-1.16188752067103
"2","63","4",652,0.646812926983175
"2","64","1",653,1.69647462494485
"2","64","2",654,1.52974508791547
"2","64","3",655,2.13496307769267
"2","64","4",656,1.40649592628131
"2","65","1",657,0.94889698210395
"2","65","2",658,1.07314647668742
"2","65","3",659,1.12008531192528
"2","65","4",660,0.110038984817706
"2","66","1",661,-1.79398028459438
"2","66","2",662,0.300930675684978
"2","66","3",663,-1.4923030540703
"2","66","4",664,-0.357882830932166
"2","67","1",665,-3.75841868137459
"2","67","2",666,0.67814660405329
"2","67","3",667,-3.3170743137361
"2","67","4",668,2.13491162594767
"2","68","1",669,-3.67549273450582
"2","68","2",670,-1.66464308358216
"2","68","3",671,-2.69757811273749
"2","68","4",672,1.02878742946652
"2","69","1",673,-0.301711330180234
"2","69","2",674,1.12140140294802
"2","69","3",675,-1.79957766386516
"2","69","4",676,0.482731587858153
"2","70","1",677,-3.77912544684111
"2","70","2",678,0.0898283178218146
"2","70","3",679,-3.8938986148532
"2","70","4",680,-3.03887854175686
"2","71","1",681,-3.95475787835059
"2","71","2",682,-1.25557008428233
"2","71","3",683,-2.78954959794078
"2","71","4",684,-0.337436253727398
"2","72","1",685,-3.42078026895529
"2","72","2",686,-1.59660195496834
"2","72","3",687,-3.15730740156862
"2","72","4",688,-2.75254075998993
"2","73","1",689,-0.809241042335004
"2","73","2",690,3.5562812461029
"2","73","3",691,-0.0331621937674893
"2","73","4",692,0.430406890481736
"2","74","1",693,-3.50804461201738
"2","74","2",694,2.17830496814544
"2","74","3",695,-1.6984586178476
"2","74","4",696,2.33163441463367
"2","75","1",697,-2.32701821356962
"2","75","2",698,-0.493524859602069
"2","75","3",699,0.186462522336974
"2","75","4",700,0.71253190895935
"2","76","1",701,-3.24090363755317
"2","76","2",702,-0.0392318199895667
"2","76","3",703,-2.33735974429681
"2","76","4",704,-1.24819798185019
"2","77","1",705,-1.92978925891576
"2","77","2",706,-0.191086807912292
"2","77","3",707,-0.442597856966886
"2","77","4",708,-1.42593562792433
"2","78","1",709,-2.67021385581738
"2","78","2",710,-0.552950124170244
"2","78","3",711,0.115945260236694
"2","78","4",712,2.39926505529723
"2","79","1",713,-3.52643111362491
"2","79","2",714,-1.87829017626428
"2","79","3",715,-1.28387034303029
"2","79","4",716,-1.06536713409501
"2","80","1",717,-2.34973255049876
"2","80","2",718,1.17077619654901
"2","80","3",719,-1.32700914565723
"2","80","4",720,1.10100874269156
"2","81","1",721,-3.13437608952213
"2","81","2",722,-1.36648534412906
"2","81","3",723,-0.731666623936803
"2","81","4",724,-1.07087847010836
"2","82","1",725,-4.10173757351504
"2","82","2",726,-1.15855432824237
"2","82","3",727,-0.533474575533939
"2","82","4",728,-0.288503430622591
"2","83","1",729,-3.11003226138358
"2","83","2",730,1.20875595439179
"2","83","3",731,-1.94796340341569
"2","83","4",732,3.85027452880675
"2","84","1",733,-0.699537675248127
"2","84","2",734,-0.045011844261847
"2","84","3",735,-0.853321577358484
"2","84","4",736,0.57672681103416
"2","85","1",737,-0.661600544837318
"2","85","2",738,0.416180158895242
"2","85","3",739,0.681025407503608
"2","85","4",740,1.6334267929451
"2","86","1",741,-0.274874008592474
"2","86","2",742,-0.700665028832501
"2","86","3",743,0.26075187485438
"2","86","4",744,-1.07248998618813
"2","87","1",745,-0.84862861149379
"2","87","2",746,-1.48292978934997
"2","87","3",747,-3.5094285946893
"2","87","4",748,0.0528622735165374
"2","88","1",749,-3.06778301469831
"2","88","2",750,-0.0111180140053152
"2","88","3",751,-2.79750557245162
"2","88","4",752,-0.209904045979261
"2","89","1",753,-1.20313437178403
"2","89","2",754,-2.67614513435244
"2","89","3",755,-2.91033171244557
"2","89","4",756,2.15593207402086
"2","90","1",757,0.145748715253991
"2","90","2",758,-0.866679545597197
"2","90","3",759,-5.13337081876326
"2","90","4",760,-2.03398699343087
"2","91","1",761,-2.04114530200545
"2","91","2",762,3.88103510253993
"2","91","3",763,-0.952449548585962
"2","91","4",764,0.0733830235040728
"2","92","1",765,-0.269834333032282
"2","92","2",766,2.00061058870359
"2","92","3",767,-1.2440042839182
"2","92","4",768,0.738049882857466
"2","93","1",769,-4.57924250873217
"2","93","2",770,-3.29380856595161
"2","93","3",771,-3.97495198477171
"2","93","4",772,-1.43329754916051
"2","94","1",773,-1.46506121796393
"2","94","2",774,-2.2167324149017
"2","94","3",775,-0.521861937078758
"2","94","4",776,0.790467413010083
"2","95","1",777,-2.36598658748655
"2","95","2",778,1.21015825293437
"2","95","3",779,-0.588528342232154
"2","95","4",780,0.690575460480726
"2","96","1",781,0.530707683811193
"2","96","2",782,-0.414114556505435
"2","96","3",783,-1.7115888777221
"2","96","4",784,-1.3107668643415
"2","97","1",785,-2.40795766612322
"2","97","2",786,0.691395298817979
"2","97","3",787,-3.21111401790853
"2","97","4",788,-1.55978176797848
"2","98","1",789,-5.70941142260463
"2","98","2",790,-0.400691931627994
"2","98","3",791,-2.37781714353372
