"Person_ID","Item_ID","Occasion","Score"
"2","1","4",0.270612704905893
"2","2","1",-2.12509066584824
"2","2","2",-1.98904411110371
"2","2","3",0.882334032029282
"2","2","4",-1.4606648010115
"2","3","1",-1.62017700503983
"2","3","2",-0.689772722211922
"2","3","3",0.157487003023431
"2","3","4",-1.20871405637171
"2","4","1",-1.00926641211233
"2","4","2",2.03129978731329
"2","4","3",-0.775763467050861
"2","4","4",1.03333884369271
"2","5","1",-3.37180832324099
"2","5","2",1.3878981018866
"2","5","3",0.220080585267585
"2","5","4",-2.13455117377625
"2","6","1",-2.39268734296392
"2","6","2",-4.10278219711308
"2","6","3",1.29651694278614
"2","6","4",-0.431900966250687
"2","7","1",-1.74150469679614
"2","7","2",-8.0451052894006
"2","7","3",2.07963357382355
"2","7","4",-0.972096473607743
"2","8","1",-3.02857872972345
"2","8","2",-2.02217796160486
"2","8","3",2.10738775975287
"2","8","4",-1.18230814210756
"2","9","1",-3.31536405327518
"2","9","2",-0.273649166582822
"2","9","3",-1.96582395216813
"2","9","4",-1.04300238255263
"2","10","1",-0.908285320398987
"2","10","2",-2.80590024283484
"2","10","3",0.8196650954898
"2","10","4",-0.468821680255777
"2","11","1",-3.59681087855653
"2","11","2",-2.2570190091611
"2","11","3",1.62961209573326
"2","11","4",-1.15442956258092
"2","12","1",-1.24110627092326
"2","12","2",-1.90383474273593
"2","12","3",-1.60913798578859
"2","12","4",-2.09001327079666
"2","13","1",-2.64473747709033
"2","13","2",-0.421274097544634
"2","13","3",0.216729818942574
"2","13","4",-0.382739826534461
"2","14","1",-2.85244693863124
"2","14","2",-3.67110247338639
"2","14","3",0.283033068806586
"2","14","4",-2.60569631069651
"2","15","1",-3.90247973462447
"2","15","2",1.42361167111024
"2","15","3",-0.398646460437407
"2","15","4",-0.022699935431304
"2","16","1",-2.12154035362129
"2","16","2",-1.99940105481768
"2","16","3",3.52664769528368
"2","16","4",0.400884549195107
"2","17","1",1.17811711647612
"2","17","2",-2.58234727560048
"2","17","3",3.27886912889844
"2","17","4",-0.0201849943408212
"2","18","1",-2.2459802373778
"2","18","2",0.210720460739939
"2","18","3",2.14822436378524
"2","18","4",-0.535007266368618
"2","19","1",0.427216978126263
"2","19","2",-0.593427146356919
"2","19","3",1.08676446740442
"2","19","4",-0.592818201601213
"2","20","1",-2.20028224624452
"2","20","2",2.6435612720797
"2","20","3",1.08967333454599
"2","20","4",-2.33455975154267
"3","1","1",4.33314116951818
"3","1","2",-0.765022769716951
"3","1","3",0.87074161119872
"3","1","4",-0.274162694199536
"3","2","1",1.05738221373028
"3","2","2",-1.39941335328531
"3","2","3",-2.21497983527094
"3","2","4",-2.86426557476859
"3","3","1",2.01210816253168
"3","3","2",0.235043815511184
"3","3","3",-1.98478282882676
"3","3","4",-1.80325479835546
"3","4","1",3.01553279321671
"3","4","2",2.62392480562979
"3","4","3",-2.84049110773557
"3","4","4",1.6032691100597
"3","5","1",1.18530889322173
"3","5","2",1.54993414225676
"3","5","3",-1.63834724427712
"3","5","4",-2.89326771776158
"3","6","1",0.484746104673568
"3","6","2",-4.34770610112167
"3","6","3",-2.16520196685013
"3","6","4",-2.88709398061873
"3","7","1",1.80370321142993
"3","7","2",-6.23889286765707
"3","7","3",-0.104171612339067
"3","7","4",-0.452078988188356
"3","8","1",-0.249113619677196
"3","8","2",-0.729866345335465
"3","8","3",-0.424055491143945
"3","8","4",-0.981457508504219
"3","9","1",1.50908093107941
"3","9","2",0.0620962877076525
"3","9","3",-4.00102506682293
"3","9","4",-1.45105184482196
"3","10","1",3.40768911734019
"3","10","2",-1.64249773001046
"3","10","3",-1.43042175203053
"3","10","4",-0.863204901337705
"3","11","1",0.265152224414144
"3","11","2",0.208051016425053
"3","11","3",-0.567148572090216
"3","11","4",-2.54378890155659
"3","12","1",2.67318600376167
"3","12","2",-0.85652199067977
"3","12","3",-5.15081826432668
"3","12","4",-1.62093350663204
"3","13","1",1.54283127557629
"3","13","2",0.975499966157323
"3","13","3",-2.93256637857322
"3","13","4",-2.18288799785175
"3","14","1",1.84894309300584
"3","14","2",-3.16235703179606
"3","14","3",-2.76997453112533
"3","14","4",-3.04193142756972
"3","15","1",-0.0880262333561612
"3","15","2",2.55938737453893
"3","15","3",-2.73976279753332
"3","15","4",0.360816968666912
"3","16","1",2.59464572893383
"3","16","2",-1.08820989719771
"3","16","3",1.93138526132977
"3","16","4",0.117526057245522
"3","17","1",4.704662235229
"3","17","2",-1.38070641183708
"3","17","3",-1.04376007012303
"3","17","4",0.204068134206949
"3","18","1",0.933986085872101
"3","18","2",0.658457319811212
"3","18","3",-0.255165706231761
"3","18","4",-0.728194741679629
"3","19","1",3.20466160539754
"3","19","2",-0.863542499451512
"3","19","3",-1.88324956541554
"3","19","4",-0.57596104216897
"3","20","1",1.15861127069443
"3","20","2",2.21941985969725
"3","20","3",-2.12481289714092
"3","20","4",-2.58655931148849
"4","1","1",-1.79359309521382
"4","1","2",-3.01292139687553
"4","1","3",3.46898697815362
"4","1","4",-0.69861172952649
"4","2","1",-4.65519891487883
"4","2","2",-4.57576955627679
"4","2","3",-0.0542579039096065
"4","2","4",-2.97569951724136
"4","3","1",-4.22076407924257
"4","3","2",-2.20718104673559
"4","3","3",-0.224831755183625
"4","3","4",-1.72289222241487
"4","4","1",-2.81709248214271
"4","4","2",0.841419871502862
"4","4","3",-1.97578543807193
"4","4","4",1.84430825118737
"4","5","1",-5.52324443625045
"4","5","2",0.240037852182404
"4","5","3",0.144918314717943
"4","5","4",-2.88434159679669
"4","6","1",-4.94980547276996
"4","6","2",-5.72797950374856
"4","6","3",0.956941077972794
"4","6","4",-0.59090075149219
"4","7","1",-3.74159795509729
"4","7","2",-8.62852829315194
"4","7","3",2.63798352109776
"4","7","4",-0.49862630812208
"4","8","1",-4.94359944531585
"4","8","2",-3.60884629950936
"4","8","3",1.7038093490688
"4","8","4",-0.93968621844787
"4","9","1",-4.5061273048372
"4","9","2",-1.52041799437623
"4","9","3",-2.01801264242047
"4","9","4",-1.12171035855923
"4","10","1",-2.32290107281524
"4","10","2",-4.17088830510697
"4","10","3",1.1726643853542
"4","10","4",-0.42583173307174
"4","11","1",-5.4154951663834
"4","11","2",-3.36736836289197
"4","11","3",1.31703559008599
"4","11","4",-1.25325880870529
"4","12","1",-3.28378303104563
"4","12","2",-2.24800222665035
"4","12","3",-1.91596223226658
"4","12","4",-1.76413057560989
"4","13","1",-5.27658366427158
"4","13","2",-1.42995982700494
"4","13","3",0.136345020369147
"4","13","4",-1.05786831292497
"4","14","1",-5.04404661918914
"4","14","2",-4.9858666603594
"4","14","3",-0.00375427883375079
"4","14","4",-2.8636689167091
"4","15","1",-6.68554089993103
"4","15","2",0.18386710752616
"4","15","3",0.115024248221662
"4","15","4",-0.314391337277336
"4","16","1",-3.38630220843217
"4","16","2",-4.65573339759528
"4","16","3",3.43511635669342
"4","16","4",0.671456067754135
"4","17","1",-0.256321542044881
"4","17","2",-3.32503334032242
"4","17","3",2.0216888435716
"4","17","4",-0.146284923233095
"4","18","1",-3.98128394169604
"4","18","2",-1.9798686095554
"4","18","3",1.50423258464591
"4","18","4",0.0371922916577188
"4","19","1",-3.07092537911902
"4","19","2",-1.8584168075325
"4","19","3",0.859886988126628
"4","19","4",0.717909678878103
"4","20","1",-4.71167969424315
"4","20","2",-0.0257618069692107
"4","20","3",0.48869697618628
"4","20","4",-2.54128142059031
"5","1","1",1.69344512782923
"5","1","2",-1.96323697842752
"5","1","3",1.69174085694391
"5","1","4",4.02342203501478
"5","2","1",-2.2014470172241
"5","2","2",-4.14120929024495
"5","2","3",-2.17309407138699
"5","2","4",1.15628883645264
"5","3","1",-1.9575304851825
"5","3","2",-1.51643340357759
"5","3","3",-1.1153315734471
"5","3","4",1.71952833326757
"5","4","1",0.170810785283355
"5","4","2",2.63638628266123
"5","4","3",-2.66444842131739
"5","4","4",4.8439151536883
"5","5","1",-2.70042989853149
"5","5","2",0.117591658283513
"5","5","3",-0.0510158094460438
"5","5","4",0.935475870541855
"5","6","1",-0.885698498460066
"5","6","2",-4.24595975366495
"5","6","3",-1.10507380060932
"5","6","4",2.6591483994346
"5","7","1",-1.42954930154917
"5","7","2",-7.80221513341301
"5","7","3",0.920283851142203
"5","7","4",2.19180227025896
"5","8","1",-2.44861748798386
"5","8","2",-2.2119493197353
"5","8","3",0.787309651220223
"5","8","4",0.877359195932027
"5","9","1",-1.62675663616767
"5","9","2",-0.911021126039601
"5","9","3",-2.87301947992462
"5","9","4",1.2742301358191
"5","10","1",0.402920488790131
"5","10","2",-3.35531720372162
"5","10","3",-0.968592034853961
"5","10","4",2.92266819215881
"5","11","1",-3.66715542496343
"5","11","2",-1.99625367965999
"5","11","3",0.32926743560845
"5","11","4",1.11697883276251
"5","12","1",-0.746842645653357
"5","12","2",-2.29432802575032
"5","12","3",-3.70930361676992
"5","12","4",2.23465849272097
"5","13","1",-2.12450522759145
"5","13","2",-0.261806099488316
"5","13","3",-1.80603886882065
"5","13","4",1.53076066200297
"5","14","1",-2.47334111802062
"5","14","2",-4.13120356306495
"5","14","3",-2.32242694785463
"5","14","4",0.327804181720899
"5","15","1",-4.19443926003662
"5","15","2",1.41953823279133
"5","15","3",-1.90384942913336
"5","15","4",3.55188977191006
"5","16","1",-1.01207084749732
"5","16","2",-4.02483070203057
"5","16","3",1.8044982095097
"5","16","4",3.23660249818552
"5","17","1",1.54952418566708
"5","17","2",-2.21424164915047
"5","17","3",0.981981708418638
"5","17","4",3.3710345142259
"5","18","1",-1.43365542590007
"5","18","2",-0.587854660444159
"5","18","3",-0.420602168132342
"5","18","4",2.7958111051983
"5","19","1",-0.678099062364974
"5","19","2",-1.44562708731233
"5","19","3",-1.18103885793133
"5","19","4",2.60636933623087
"5","20","1",-1.98653976625294
"5","20","2",1.40178058687152
"5","20","3",-1.59832025427057
"5","20","4",1.01282606980886
"6","1","1",2.59101252506025
"6","1","2",0.994873593293148
"6","1","3",0.845837516155874
"6","1","4",2.24691429641817
"6","2","1",-0.891847656737378
"6","2","2",0.234252248123632
"6","2","3",-2.05382139734854
"6","2","4",-0.560890040945596
"6","3","1",-0.000522335933209161
"6","3","2",2.08136566542255
"6","3","3",-2.06469782574566
"6","3","4",0.551763125933606
"6","4","1",1.90453656778987
"6","4","2",5.25818336236885
"6","4","3",-3.66250328871972
"6","4","4",3.3097078625031
"6","5","1",-1.22779786413217
"6","5","2",3.9957582500806
"6","5","3",-1.36997075335893
"6","5","4",-0.839877854346864
"6","6","1",0.128526442383693
"6","6","2",-0.998018561577963
"6","6","3",-1.03769589484218
"6","6","4",0.469175899826664
"6","7","1",-0.557087657341656
"6","7","2",-4.93739749070705
"6","7","3",0.955219181376301
"6","7","4",1.88343328833886
"6","8","1",-0.912845893369011
"6","8","2",1.51022461805182
"6","8","3",-0.423351313973639
"6","8","4",0.664178571200922
"6","9","1",-0.353885521772773
"6","9","2",2.88244874803717
"6","9","3",-3.31790140791691
"6","9","4",0.96533474545383
"6","10","1",1.80417568213076
"6","10","2",1.13023393291222
"6","10","3",-1.14912696417343
"6","10","4",1.3522419980475
"6","11","1",-2.41692883127206
"6","11","2",1.16346338127641
"6","11","3",-0.279874533645099
"6","11","4",0.153296832411433
"6","12","1",0.538023282902051
"6","12","2",1.5873955784635
"6","12","3",-4.91997275466255
"6","12","4",-0.511046401035644
"6","13","1",-0.42339566213539
"6","13","2",3.52909296783214
"6","13","3",-2.16066471918016
"6","13","4",1.30733286587496
"6","14","1",-0.198712865904662
"6","14","2",-0.258066617668605
"6","14","3",-3.25476575201282
"6","14","4",-0.0886136534773885
"6","15","1",-1.70534672192781
"6","15","2",3.77699595137262
"6","15","3",-2.25998885871221
"6","15","4",1.61310674752957
"6","16","1",1.99883532317832
"6","16","2",1.19672231018801
"6","16","3",1.49749660480098
"6","16","4",2.9314838430796
"6","17","1",3.19550745728422
"6","17","2",-0.037820495318692
"6","17","3",0.0369386952216153
"6","17","4",0.910997793780658
"6","18","1",1.38096235018646
"6","18","2",2.36184488552447
"6","18","3",-0.104212477106846
"6","18","4",2.12075914854806
"6","19","1",1.75690933990742
"6","19","2",2.04761690121459
"6","19","3",-2.24712720865591
"6","19","4",1.34742561634844
"6","20","1",-0.141279385000086
"6","20","2",4.77341340990561
"6","20","3",-1.98027242600113
"6","20","4",0.211045778589239
"7","1","1",0.746466151101769
"7","1","2",-2.21631573759565
"7","1","3",2.07450328043648
"7","1","4",-0.415693095088527
"7","2","1",-2.28205317861646
"7","2","2",-2.09649686432302
"7","2","3",1.58530238140005
"7","2","4",-3.13373260630448
"7","3","1",-1.86913268950553
"7","3","2",0.0951913578153781
"7","3","3",0.20529470127635
"7","3","4",-1.4445581434414
"7","4","1",-0.266606088828816
"7","4","2",2.38618048039588
"7","4","3",0.113734521968947
"7","4","4",1.37013978333134
"7","5","1",-2.14196619310403
"7","5","2",1.70268973514741
"7","5","3",0.987110930641677
"7","5","4",-2.50419317482661
"7","6","1",-2.50303850912144
"7","6","2",-3.74092424994777
"7","6","3",0.443673818100603
"7","6","4",-1.46003119253095
"7","7","1",-0.668579102761996
"7","7","2",-7.3079724352815
"7","7","3",2.47412579189597
"7","7","4",-0.79927776376097
"7","8","1",-2.85962082350003
"7","8","2",-1.30701214242747
"7","8","3",0.736078468278743
"7","8","4",-1.49446272956185
"7","9","1",-1.76546296739636
"7","9","2",-1.57797761222196
"7","9","3",-1.85324174548089
"7","9","4",-1.59595075360091
"7","10","1",-0.419251328267474
"7","10","2",-1.10833822848454
"7","10","3",1.61661870919031
"7","10","4",-0.434965206072122
"7","11","1",-2.26107232845977
"7","11","2",-0.99340855025083
"7","11","3",2.07534053507084
"7","11","4",-2.47023793681638
"7","12","1",-0.358617115247624
"7","12","2",-0.434334473704112
"7","12","3",-1.71525092615927
"7","12","4",-0.776437640074066
"7","13","1",-1.51570867611041
"7","13","2",0.324176286559133
"7","13","3",0.177506043241777
"7","13","4",-1.62374028916533
"7","14","1",-1.87643472490398
"7","14","2",-3.71267404481204
"7","14","3",0.450419369189374
"7","14","4",-2.91950570666364
"7","15","1",-3.39476681259761
"7","15","2",1.65561388082794
"7","15","3",0.503266092699136
"7","15","4",0.236089535999824
"7","16","1",-0.546765737245828
"7","16","2",-2.69900435060746
"7","16","3",4.55344922283679
"7","16","4",0.471203021535206
"7","17","1",2.0395070301719
"7","17","2",-0.90576026981956
"7","17","3",1.31993960877112
"7","17","4",-0.848674584488347
"7","18","1",-1.33203566425252
"7","18","2",-0.322745561500866
"7","18","3",2.94305510081427
"7","18","4",-0.312153485827209
"7","19","1",-0.807664229632326
"7","19","2",-0.382402017340888
"7","19","3",0.121250168836707
"7","19","4",-1.15721507407413
"7","20","1",-1.60784583875145
"7","20","2",2.20444172441031
"7","20","3",0.857307220024789
"7","20","4",-2.17200947806899
"8","1","1",4.7221608975856
"8","1","2",0.0427431946123318
"8","1","3",0.381636935918324
"8","1","4",-2.16384038467685
"8","2","1",2.44947855094819
"8","2","2",-0.229689707078357
"8","2","3",-0.680897446023522
"8","2","4",-4.84619710425386
"8","3","1",2.71285988851507
"8","3","2",1.43013972146529
"8","3","3",-1.81614074263212
"8","3","4",-4.21531281123096
"8","4","1",4.79164053909356
"8","4","2",4.74118811615871
"8","4","3",-1.91142182440804
"8","4","4",-0.405303010468197
"8","5","1",1.97784441984119
"8","5","2",3.32904380938621
"8","5","3",-0.799155604704624
"8","5","4",-5.68731874794623
"8","6","1",2.61607420898681
"8","6","2",-2.30870673205132
"8","6","3",-1.07045046018461
"8","6","4",-3.60145305994342
"8","7","1",3.55127349626068
"8","7","2",-4.93888024429414
"8","7","3",0.255062964042479
"8","7","4",-2.93964027779612
"8","8","1",2.20852239544208
"8","8","2",-0.427720273863595
"8","8","3",0.230334378411639
"8","8","4",-3.39542583319057
"8","9","1",1.57344880481456
"8","9","2",1.32526270204897
"8","9","3",-2.61873514898278
"8","9","4",-3.98158603892351
"8","10","1",4.28014569971368
"8","10","2",0.700736777092429
"8","10","3",-1.26207161532098
"8","10","4",-2.68676492329866
"8","11","1",1.34638438965759
"8","11","2",0.782449642277097
"8","11","3",-0.744289910657625
"8","11","4",-4.39782828503875
"8","12","1",4.4553836683487
"8","12","2",0.443030898150199
"8","12","3",-3.63709957695639
"8","12","4",-3.55305581747144
"8","13","1",2.71003919094503
"8","13","2",1.59760765370136
"8","13","3",-0.779278116559294
"8","13","4",-4.12704458255776
"8","14","1",2.0219705963544
"8","14","2",-1.09374742325556
"8","14","3",-2.29937794653095
"8","14","4",-4.78604064620235
"8","15","1",0.687183890951909
"8","15","2",2.94508441115083
"8","15","3",-2.26128438922119
"8","15","4",-1.7419354980633
"8","16","1",3.71023368450737
"8","16","2",-0.187376236759421
"8","16","3",2.39902735610852
"8","16","4",-1.42889675336072
"8","17","1",6.30605080449047
"8","17","2",1.01530672261251
"8","17","3",0.31006572853107
"8","17","4",-2.20137395861659
"8","18","1",3.15909356452781
"8","18","2",2.27895803177791
"8","18","3",-0.217686569485878
"8","18","4",-2.09440936142052
"8","19","1",4.7295694721112
"8","19","2",1.39487597428601
"8","19","3",-1.35382780087409
"8","19","4",-2.29447656487243
"8","20","1",2.09907739386716
"8","20","2",3.56636704266243
"8","20","3",-0.698333378550558
"8","20","4",-4.71727054546737
"9","1","1",5.7554815609361
"9","1","2",-2.40745069870052
"9","1","3",1.20560405902393
"9","1","4",1.25623069601847
"9","2","1",3.36396645004407
"9","2","2",-3.20824404675846
"9","2","3",-0.777119602289365
"9","2","4",-2.04163243138702
"9","3","1",4.05055662194166
"9","3","2",-1.30287356772057
"9","3","3",-0.22418547025509
"9","3","4",0.460998977147691
"9","4","1",4.55189773795061
"9","4","2",0.944710015516489
"9","4","3",-2.64988812642602
"9","4","4",2.8759157208033
"9","5","1",3.5848362035118
"9","5","2",-0.864042489309952
"9","5","3",-1.19723694729109
"9","5","4",-1.07379971738856
"9","6","1",4.1760477771848
"9","6","2",-6.01600469078553
"9","6","3",-0.549821117698527
"9","6","4",-1.12734328656558
"9","7","1",4.02181758698913
"9","7","2",-7.41902812839072
"9","7","3",1.21515075214234
"9","7","4",0.218967750717189
"9","8","1",2.85600803245278
"9","8","2",-3.0116080432687
"9","8","3",1.44497253529535
"9","8","4",-0.855079903933117
"9","9","1",4.03665437439885
"9","9","2",-1.74791125869467
"9","9","3",-3.16411422449954
"9","9","4",-0.682859170301706
"9","10","1",4.71327804831159
"9","10","2",-2.90799133864507
"9","10","3",0.383402709679633
"9","10","4",0.705677810527163
"9","11","1",2.86139110878829
"9","11","2",-2.51668747874453
"9","11","3",1.56552197318643
"9","11","4",-0.907569660362936
"9","12","1",5.70716447561979
"9","12","2",-1.86133838974797
"9","12","3",-4.24531526240969
"9","12","4",-0.0858820263850724
"9","13","1",3.54079368178711
"9","13","2",-0.682166298318738
"9","13","3",-0.409626206678489
"9","13","4",-0.610761703510082
"9","14","1",3.58153682813882
"9","14","2",-5.09645524858215
"9","14","3",-2.00978150391153
"9","14","4",-1.07913401455645
"9","15","1",0.991734783586768
"9","15","2",0.713608309013575
"9","15","3",-0.903826264223544
"9","15","4",0.956896786969144
"9","16","1",5.40478452369918
"9","16","2",-3.22969190759137
"9","16","3",2.60051570917663
"9","16","4",1.29983293659017
"9","17","1",7.52096560405802
"9","17","2",-2.64201429842158
"9","17","3",1.18646564459701
"9","17","4",1.56817378616328
"9","18","1",4.49700929482845
"9","18","2",-1.23712989514552
"9","18","3",0.616518321412082
"9","18","4",0.642820792640945
"9","19","1",5.88515151781218
"9","19","2",-1.64175369913871
"9","19","3",-0.371292146187511
"9","19","4",0.775593221615546
"9","20","1",4.3035692129906
"9","20","2",1.89740977378141
"9","20","3",0.129793369582517
"9","20","4",-1.7365378325985
"10","1","1",1.7067030802788
"10","1","2",-1.47542031179356
"10","1","3",1.25439908986572
"10","1","4",2.99436231079339
"10","2","1",-0.833929354620455
"10","2","2",-2.30707775178355
"10","2","3",-0.419020295354569
"10","2","4",-0.78401084027656
"10","3","1",-1.15125896360911
"10","3","2",-0.0661230778210861
"10","3","3",-0.572094047268279
"10","3","4",1.14447581351326
"10","4","1",0.763320518864996
"10","4","2",2.81930030438806
"10","4","3",-2.17043013142109
"10","4","4",2.66907147209149
"10","5","1",-1.14357835311095
"10","5","2",1.25998044084999
"10","5","3",-0.025894556295666
"10","5","4",-1.2966594291996
"10","6","1",-2.11502727370321
"10","6","2",-3.87414308641881
"10","6","3",-0.870866559079534
"10","6","4",0.16827388407031
"10","7","1",-0.447851528677231
"10","7","2",-8.17601517262137
"10","7","3",0.870054610757509
"10","7","4",0.963870781733853
"10","8","1",-2.0890140205607
"10","8","2",-1.41657402622781
"10","8","3",1.68543326213392
"10","8","4",0.840067279241817
"10","9","1",-1.43370850646381
"10","9","2",-0.265316962461373
"10","9","3",-1.96406085500997
"10","9","4",0.0533369893425007
"10","10","1",0.587841020033553
"10","10","2",-1.66088668265235
"10","10","3",0.159266893480749
"10","10","4",1.20594417277771
"10","11","1",-1.61422815473722
"10","11","2",-0.76937901398972
"10","11","3",0.784383093197357
"10","11","4",-0.0541960914266947
"10","12","1",1.17303342772067
"10","12","2",-1.9184197339612
"10","12","3",-2.73329791990123
"10","12","4",0.313956685793053
"10","13","1",-0.878424814385168
"10","13","2",1.54398798561674
"10","13","3",-0.385683860112168
"10","13","4",-0.387804810852059
"10","14","1",-0.62320612427511
"10","14","2",-3.78437331278601
"10","14","3",-1.49815026558924
"10","14","4",-0.773491669395241
"10","15","1",-3.30831289883925
"10","15","2",1.1533254000966
"10","15","3",-1.15519224926916
"10","15","4",2.13757880444552
"10","16","1",0.33474882460128
"10","16","2",-2.90031224457342
"10","16","3",2.5966433410673
"10","16","4",1.50445111758455
"10","17","1",2.71996600856341
"10","17","2",-1.84825233098512
"10","17","3",1.19897432832641
"10","17","4",1.63952145829245
"10","18","1",-0.130951281490984
"10","18","2",0.51329373920523
"10","18","3",0.605212966373301
"10","18","4",1.03553428981948
"10","19","1",2.10921888431383
"10","19","2",0.10225170639333
"10","19","3",-0.483810926279869
"10","19","4",0.763116775963789
"10","20","1",-0.0394896724848395
"10","20","2",2.22615804438772
"10","20","3",-0.240290547061541
"10","20","4",-0.0608644585979572
"11","1","1",3.35874104405131
"11","1","2",1.1347884142288
"11","1","3",1.43651171571357
"11","1","4",1.7982728459209
"11","2","1",-0.0405916950703062
"11","2","2",0.494678262586483
"11","2","3",0.192208859221588
"11","2","4",-0.65575064402211
"11","3","1",0.412163775195021
"11","3","2",1.51300630039844
"11","3","3",0.472683470373515
"11","3","4",-0.125727371717752
"11","4","1",2.8891750566194
"11","4","2",4.41958668057775
"11","4","3",-1.64347080707214
"11","4","4",3.60635050139277
"11","5","1",-0.512371195466973
"11","5","2",3.36381880138584
"11","5","3",0.519787892993472
"11","5","4",-1.37975373853044
"11","6","1",-0.206739695507429
"11","6","2",-2.14292415654863
"11","6","3",0.0741553684933494
"11","6","4",0.179556512989402
"11","7","1",1.14958536848371
"11","7","2",-4.2441205516806
"11","7","3",2.29174472129874
"11","7","4",0.687010186001374
"11","8","1",-0.565098859170546
"11","8","2",0.967374603449206
"11","8","3",1.66241023854475
"11","8","4",0.736541902422218
"11","9","1",0.805167423626322
"11","9","2",1.96497027592817
"11","9","3",-2.17860922444489
"11","9","4",-0.352113459295606
"11","10","1",1.48518859414059
"11","10","2",0.612949944396239
"11","10","3",0.266139030360849
"11","10","4",1.15062876518142
"11","11","1",-0.549710531917507
"11","11","2",0.687239949534071
"11","11","3",1.40105387571648
"11","11","4",-0.278129373103599
"11","12","1",1.36958366856285
"11","12","2",0.326376177647978
"11","12","3",-2.63303507707137
"11","12","4",-0.26738144034717
"11","13","1",0.429424499622057
"11","13","2",2.67209137201755
"11","13","3",-0.597364457626188
"11","13","4",0.574193013844547
"11","14","1",0.666234555928168
"11","14","2",-1.05502224365647
"11","14","3",0.542522790847197
"11","14","4",-1.53838125449073
"11","15","1",-1.14807666336266
"11","15","2",3.33079801063017
"11","15","3",-0.420554273267855
"11","15","4",1.21390308481404
"11","16","1",1.32333157178998
"11","16","2",0.213817136677545
"11","16","3",3.35164650480034
"11","16","4",2.1509640981523
"11","17","1",3.36840848499204
"11","17","2",0.380815590890343
"11","17","3",1.40650433270499
"11","17","4",1.52634926955464
"11","18","1",0.739448938931665
"11","18","2",1.2177262227494
"11","18","3",1.52520233566271
"11","18","4",1.70460028144146
"11","19","1",2.31487857328351
"11","19","2",0.554500890748363
"11","19","3",0.338657791838766
"11","19","4",0.387294972505419
"11","20","1",1.07623932904348
"11","20","2",4.62702460282496
"11","20","3",0.518062644620576
"11","20","4",-1.08009479209858
"12","1","1",2.7277395996466
"12","1","2",0.129715377696946
"12","1","3",1.39548691294702
"12","1","4",-0.565842139790217
"12","2","1",-1.32207210630798
"12","2","2",0.277063170383385
"12","2","3",-2.24566006071828
"12","2","4",-4.10751180754655
"12","3","1",0.139806152589493
"12","3","2",1.10050032155208
"12","3","3",-1.34995543964285
"12","3","4",-3.03940219968055
"12","4","1",2.2526928342197
"12","4","2",3.81320902996606
"12","4","3",-1.35217388662391
"12","4","4",0.0763049995056693
